DATE,OPEN,HIGH,LOW,CLOSE,CHANGE
2019년 10월 22일,"1,173.33","1,175.00","1,169.87","1,173.09",0.05%
2019년 10월 21일,"1,178.65","1,180.56","1,168.83","1,172.49",-0.54%
2019년 10월 18일,"1,179.07","1,183.19","1,178.62","1,178.91",-0.01%
2019년 10월 17일,"1,185.98","1,188.07","1,175.15","1,179.07",-0.63%
2019년 10월 16일,"1,185.79","1,191.32","1,184.30","1,186.51",0.14%
2019년 10월 15일,"1,183.79","1,186.83","1,181.88","1,184.88",0.02%
2019년 10월 14일,"1,183.40","1,187.23","1,180.80","1,184.70",0.10%
2019년 10월 11일,"1,190.74","1,193.10","1,178.29","1,183.48",-0.59%
2019년 10월 10일,"1,198.50","1,202.08","1,189.45","1,190.46",-0.67%
2019년 10월 09일,"1,200.02","1,200.40","1,196.80","1,198.50",-0.13%
2019년 10월 08일,"1,197.33","1,200.31","1,192.51","1,200.02",0.22%
2019년 10월 07일,"1,192.30","1,198.92","1,192.30","1,197.33",0.43%
2019년 10월 04일,"1,201.89","1,203.58","1,191.85","1,192.25",-0.80%
2019년 10월 03일,"1,205.37","1,206.99","1,201.45","1,201.89",-0.29%
2019년 10월 02일,"1,203.37","1,207.89","1,201.50","1,205.37",0.17%
2019년 10월 01일,"1,199.09","1,204.61","1,196.62","1,203.37",0.36%
2019년 09월 30일,"1,203.18","1,204.30","1,195.90","1,199.09",-0.32%
2019년 09월 27일,"1,201.23","1,204.02","1,197.20","1,202.99",0.21%
2019년 09월 26일,"1,199.82","1,203.29","1,197.99","1,200.46",0.05%
2019년 09월 25일,"1,195.53","1,202.67","1,194.50","1,199.82",0.36%
2019년 09월 24일,"1,195.04","1,199.06","1,192.75","1,195.53",0.04%
2019년 09월 23일,"1,194.14","1,199.39","1,191.00","1,195.04",0.08%
2019년 09월 20일,"1,195.35","1,196.30","1,187.40","1,194.13",-0.10%
2019년 09월 19일,"1,191.78","1,198.00","1,190.50","1,195.35",0.30%
2019년 09월 18일,"1,187.62","1,195.07","1,187.04","1,191.73",0.35%
2019년 09월 17일,"1,185.02","1,191.70","1,183.79","1,187.62",0.22%
2019년 09월 16일,"1,181.80","1,186.60","1,181.80","1,185.02",0.45%
2019년 09월 13일,"1,182.44","1,184.72","1,175.75","1,179.72",-0.23%
2019년 09월 12일,"1,190.68","1,191.61","1,177.90","1,182.44",-0.69%
2019년 09월 11일,"1,192.35","1,195.51","1,189.40","1,190.68",-0.07%
2019년 09월 10일,"1,192.09","1,193.86","1,188.76","1,191.51",-0.12%
2019년 09월 09일,"1,192.87","1,195.88","1,189.29","1,192.93",0.01%
2019년 09월 06일,"1,198.03","1,199.40","1,189.80","1,192.77",-0.44%
2019년 09월 05일,"1,204.14","1,205.48","1,195.70","1,198.02",-0.55%
2019년 09월 04일,"1,211.54","1,213.00","1,203.60","1,204.63",-0.57%
2019년 09월 03일,"1,214.67","1,217.80","1,211.24","1,211.54",-0.25%
2019년 09월 02일,"1,210.05","1,215.58","1,209.90","1,214.61",0.34%
2019년 08월 30일,"1,209.12","1,212.58","1,206.99","1,210.50",0.11%
2019년 08월 29일,"1,213.29","1,217.88","1,207.90","1,209.12",-0.34%
2019년 08월 28일,"1,212.74","1,216.08","1,211.74","1,213.29",0.05%
2019년 08월 27일,"1,212.74","1,216.38","1,210.70","1,212.74",0.00%
2019년 08월 26일,"1,213.65","1,221.50","1,212.46","1,212.74",-0.08%
2019년 08월 23일,"1,211.28","1,217.93","1,207.56","1,213.66",0.27%
2019년 08월 22일,"1,202.49","1,212.22","1,202.49","1,210.42",0.66%
2019년 08월 21일,"1,206.40","1,210.36","1,199.50","1,202.44",-0.33%
2019년 08월 20일,"1,212.62","1,214.30","1,206.00","1,206.40",-0.51%
2019년 08월 19일,"1,208.49","1,214.31","1,208.49","1,212.62",0.34%
2019년 08월 16일,"1,213.33","1,216.30","1,205.50","1,208.47",-0.40%
2019년 08월 15일,"1,216.86","1,219.76","1,212.70","1,213.33",-0.29%
2019년 08월 14일,"1,206.64","1,219.40","1,206.20","1,216.86",0.85%
2019년 08월 13일,"1,219.14","1,224.96","1,206.01","1,206.64",-1.03%
2019년 08월 12일,"1,214.72","1,221.14","1,214.15","1,219.14",0.39%
2019년 08월 09일,"1,208.08","1,217.48","1,207.15","1,214.45",0.53%
2019년 08월 08일,"1,213.87","1,216.60","1,206.31","1,208.08",-0.41%
2019년 08월 07일,"1,212.58","1,219.80","1,211.14","1,213.02",-0.03%
2019년 08월 06일,"1,218.33","1,221.13","1,209.70","1,213.43",-0.40%
2019년 08월 05일,"1,205.82","1,221.29","1,203.00","1,218.33",1.14%
2019년 08월 02일,"1,195.48","1,207.09","1,190.90","1,204.61",0.69%
2019년 08월 01일,"1,188.32","1,198.32","1,186.48","1,196.38",0.68%
2019년 07월 31일,"1,182.04","1,189.58","1,180.33","1,188.32",0.59%
2019년 07월 30일,"1,182.94","1,184.23","1,178.63","1,181.38",-0.20%
2019년 07월 29일,"1,184.11","1,186.51","1,180.80","1,183.71",-0.04%
2019년 07월 26일,"1,184.16","1,187.12","1,181.80","1,184.24",0.01%
2019년 07월 25일,"1,178.41","1,185.57","1,177.80","1,184.16",0.49%
2019년 07월 24일,"1,179.90","1,181.40","1,176.60","1,178.41",-0.13%
2019년 07월 23일,"1,176.87","1,181.10","1,175.75","1,179.89",0.26%
2019년 07월 22일,"1,176.11","1,179.90","1,175.20","1,176.87",0.06%
2019년 07월 19일,"1,172.78","1,177.02","1,170.39","1,176.11",0.28%
2019년 07월 18일,"1,180.62","1,184.52","1,172.76","1,172.78",-0.66%
2019년 07월 17일,"1,179.70","1,183.05","1,177.90","1,180.62",0.08%
2019년 07월 16일,"1,179.83","1,182.26","1,176.20","1,179.63",-0.07%
2019년 07월 15일,"1,177.68","1,182.82","1,177.33","1,180.41",0.26%
2019년 07월 12일,"1,175.16","1,180.77","1,174.20","1,177.32",0.18%
2019년 07월 11일,"1,176.57","1,178.82","1,170.63","1,175.16",-0.12%
2019년 07월 10일,"1,183.22","1,183.46","1,175.59","1,176.57",-0.56%
2019년 07월 09일,"1,180.92","1,185.17","1,178.64","1,183.22",0.19%
2019년 07월 08일,"1,175.48","1,183.02","1,175.00","1,180.94",0.50%
2019년 07월 05일,"1,167.77","1,175.68","1,167.14","1,175.02",0.57%
2019년 07월 04일,"1,170.72","1,172.46","1,167.30","1,168.34",-0.20%
2019년 07월 03일,"1,167.47","1,173.43","1,166.14","1,170.72",0.28%
2019년 07월 02일,"1,161.77","1,169.23","1,160.74","1,167.47",0.49%
2019년 07월 01일,"1,156.43","1,165.52","1,149.40","1,161.77",0.47%
2019년 06월 28일,"1,158.10","1,159.43","1,154.30","1,156.38",-0.06%
2019년 06월 27일,"1,154.56","1,158.53","1,152.62","1,157.12",0.21%
2019년 06월 26일,"1,156.17","1,161.05","1,152.40","1,154.67",-0.13%
2019년 06월 25일,"1,154.67","1,157.64","1,153.00","1,156.17",0.13%
2019년 06월 24일,"1,159.58","1,162.00","1,154.35","1,154.67",-0.39%
2019년 06월 21일,"1,159.52","1,165.20","1,157.01","1,159.20",-0.02%
2019년 06월 20일,"1,172.94","1,174.30","1,156.47","1,159.42",-1.11%
2019년 06월 19일,"1,174.87","1,179.33","1,171.55","1,172.48",-0.20%
2019년 06월 18일,"1,186.30","1,188.49","1,173.99","1,174.87",-0.98%
2019년 06월 17일,"1,186.89","1,188.77","1,185.00","1,186.55",-0.03%
2019년 06월 14일,"1,182.42","1,187.86","1,181.17","1,186.88",0.30%
2019년 06월 13일,"1,184.43","1,188.08","1,181.75","1,183.32",-0.02%
2019년 06월 12일,"1,178.38","1,184.76","1,177.98","1,183.53",0.37%
2019년 06월 11일,"1,184.02","1,186.60","1,178.50","1,179.21",-0.41%
2019년 06월 10일,"1,181.84","1,188.51","1,180.50","1,184.02",0.16%
2019년 06월 07일,"1,178.67","1,187.35","1,177.75","1,182.07",0.29%
2019년 06월 06일,"1,180.84","1,182.78","1,178.30","1,178.67",-0.18%
2019년 06월 05일,"1,178.11","1,182.98","1,173.90","1,180.84",0.22%
2019년 06월 04일,"1,179.42","1,184.96","1,177.22","1,178.26",-0.12%
2019년 06월 03일,"1,188.52","1,191.52","1,178.41","1,179.64",-0.77%
2019년 05월 31일,"1,189.73","1,194.28","1,188.47","1,188.80",-0.08%
2019년 05월 30일,"1,194.03","1,194.65","1,187.86","1,189.73",-0.36%
2019년 05월 29일,"1,188.94","1,197.10","1,187.67","1,194.03",0.43%
2019년 05월 28일,"1,184.54","1,190.43","1,183.29","1,188.94",0.37%
2019년 05월 27일,"1,186.20","1,187.80","1,182.65","1,184.55",-0.10%
2019년 05월 24일,"1,189.80","1,192.15","1,185.53","1,185.77",-0.34%
2019년 05월 23일,"1,191.66","1,195.15","1,188.30","1,189.80",-0.08%
2019년 05월 22일,"1,192.19","1,197.01","1,187.61","1,190.78",-0.17%
2019년 05월 21일,"1,195.24","1,197.31","1,191.90","1,192.78",-0.16%
2019년 05월 20일,"1,194.61","1,195.33","1,191.05","1,194.73",0.00%
2019년 05월 17일,"1,192.33","1,196.86","1,189.64","1,194.73",0.20%
2019년 05월 16일,"1,186.79","1,194.00","1,186.61","1,192.33",0.47%
2019년 05월 15일,"1,187.82","1,192.45","1,186.12","1,186.79",-0.09%
2019년 05월 14일,"1,188.78","1,190.70","1,185.05","1,187.82",-0.08%
2019년 05월 13일,"1,175.20","1,191.10","1,175.20","1,188.78",1.16%
2019년 05월 10일,"1,180.09","1,183.98","1,173.78","1,175.20",-0.41%
2019년 05월 09일,"1,173.11","1,186.36","1,171.30","1,180.09",0.60%
2019년 05월 08일,"1,173.22","1,174.11","1,167.90","1,173.10",0.06%
2019년 05월 07일,"1,168.28","1,173.92","1,165.74","1,172.35",0.27%
2019년 05월 06일,"1,164.34","1,174.74","1,164.33","1,169.15",0.41%
2019년 05월 03일,"1,166.81","1,172.43","1,163.96","1,164.33",-0.23%
2019년 05월 02일,"1,165.63","1,168.34","1,161.30","1,167.06",0.11%
2019년 05월 01일,"1,164.25","1,166.59","1,160.67","1,165.73",0.13%
2019년 04월 30일,"1,159.89","1,169.78","1,159.23","1,164.25",0.38%
2019년 04월 29일,"1,158.99","1,161.88","1,157.25","1,159.88",0.08%
2019년 04월 26일,"1,160.01","1,163.00","1,157.10","1,158.90",-0.10%
2019년 04월 25일,"1,156.05","1,166.29","1,156.05","1,160.01",0.34%
2019년 04월 24일,"1,143.06","1,158.35","1,142.88","1,156.05",1.13%
2019년 04월 23일,"1,140.99","1,145.65","1,139.46","1,143.11",0.19%
2019년 04월 22일,"1,135.92","1,143.71","1,135.49","1,140.99",0.39%
2019년 04월 19일,"1,137.61","1,138.60","1,135.92","1,136.58",-0.05%
2019년 04월 18일,"1,131.78","1,138.51","1,131.53","1,137.11",0.43%
2019년 04월 17일,"1,137.69","1,138.60","1,131.80","1,132.28",-0.48%
2019년 04월 16일,"1,135.10","1,138.66","1,134.25","1,137.69",0.23%
2019년 04월 15일,"1,134.72","1,136.86","1,132.20","1,135.10",0.03%
2019년 04월 12일,"1,141.96","1,143.81","1,132.70","1,134.72",-0.63%
2019년 04월 11일,"1,137.97","1,142.74","1,137.40","1,141.96",0.35%
2019년 04월 10일,"1,141.08","1,144.81","1,137.20","1,137.97",-0.27%
2019년 04월 09일,"1,143.06","1,144.81","1,139.08","1,141.08",-0.09%
2019년 04월 08일,"1,137.12","1,146.24","1,135.62","1,142.11",0.39%
2019년 04월 05일,"1,136.83","1,139.13","1,135.45","1,137.69",0.12%
2019년 04월 04일,"1,134.17","1,138.36","1,133.00","1,136.33",0.15%
2019년 04월 03일,"1,137.40","1,138.70","1,133.40","1,134.67",-0.24%
2019년 04월 02일,"1,133.22","1,138.32","1,132.00","1,137.42",0.33%
2019년 04월 01일,"1,137.02","1,137.96","1,131.42","1,133.72",-0.32%
2019년 03월 29일,"1,136.00","1,138.79","1,135.20","1,137.40",0.13%
2019년 03월 28일,"1,139.24","1,140.42","1,135.50","1,135.95",-0.29%
2019년 03월 27일,"1,135.87","1,139.94","1,133.85","1,139.24",0.30%
2019년 03월 26일,"1,132.86","1,136.55","1,130.90","1,135.87",0.27%
2019년 03월 25일,"1,135.82","1,137.30","1,132.00","1,132.86",-0.29%
2019년 03월 22일,"1,128.41","1,138.74","1,127.93","1,136.11",0.68%
2019년 03월 21일,"1,126.05","1,130.87","1,124.51","1,128.41",0.21%
2019년 03월 20일,"1,130.89","1,132.90","1,123.70","1,126.05",-0.43%
2019년 03월 19일,"1,132.52","1,134.30","1,128.60","1,130.96",-0.14%
2019년 03월 18일,"1,135.05","1,137.43","1,131.00","1,132.52",-0.28%
2019년 03월 15일,"1,136.42","1,140.31","1,132.45","1,135.70",-0.06%
2019년 03월 14일,"1,130.50","1,137.79","1,129.90","1,136.42",0.52%
2019년 03월 13일,"1,128.44","1,134.66","1,127.50","1,130.50",0.18%
2019년 03월 12일,"1,131.77","1,132.69","1,127.40","1,128.44",-0.29%
2019년 03월 11일,"1,134.10","1,137.40","1,131.10","1,131.77",-0.19%
2019년 03월 08일,"1,134.87","1,138.03","1,132.16","1,133.90",-0.09%
2019년 03월 07일,"1,128.38","1,135.90","1,126.80","1,134.87",0.58%
2019년 03월 06일,"1,125.81","1,130.77","1,125.50","1,128.38",0.23%
2019년 03월 05일,"1,126.46","1,129.48","1,125.28","1,125.81",-0.06%
2019년 03월 04일,"1,127.66","1,128.36","1,123.75","1,126.46",-0.11%
2019년 03월 01일,"1,125.60","1,128.22","1,124.10","1,127.67",0.16%
2019년 02월 28일,"1,118.50","1,126.77","1,117.10","1,125.90",0.69%
2019년 02월 27일,"1,115.61","1,120.91","1,114.90","1,118.22",0.23%
2019년 02월 26일,"1,116.06","1,120.22","1,114.64","1,115.61",-0.04%
2019년 02월 25일,"1,123.31","1,124.31","1,115.50","1,116.06",-0.62%
2019년 02월 22일,"1,125.63","1,127.70","1,121.20","1,122.99",-0.23%
2019년 02월 21일,"1,123.22","1,127.45","1,122.00","1,125.63",0.21%
2019년 02월 20일,"1,122.92","1,125.24","1,120.80","1,123.22",0.03%
2019년 02월 19일,"1,126.10","1,129.52","1,122.50","1,122.92",-0.31%
2019년 02월 18일,"1,126.44","1,127.73","1,123.30","1,126.40",0.00%
2019년 02월 15일,"1,126.40","1,130.87","1,125.70","1,126.44",0.00%
2019년 02월 14일,"1,125.59","1,129.58","1,123.80","1,126.40",0.07%
2019년 02월 13일,"1,121.29","1,126.20","1,119.90","1,125.59",0.38%
2019년 02월 12일,"1,125.99","1,128.17","1,120.80","1,121.29",-0.42%
2019년 02월 11일,"1,124.05","1,127.78","1,122.76","1,125.99",0.13%
2019년 02월 08일,"1,124.81","1,127.92","1,121.30","1,124.50",-0.03%
2019년 02월 07일,"1,121.80","1,127.25","1,120.40","1,124.81",0.27%
2019년 02월 06일,"1,117.57","1,122.39","1,117.20","1,121.80",0.41%
2019년 02월 05일,"1,119.86","1,122.41","1,116.80","1,117.27",-0.23%
2019년 02월 04일,"1,119.00","1,123.39","1,118.40","1,119.86",0.04%
2019년 02월 01일,"1,112.40","1,120.31","1,111.60","1,119.40",0.63%
2019년 01월 31일,"1,111.04","1,114.67","1,109.50","1,112.40",0.12%
2019년 01월 30일,"1,118.01","1,119.74","1,109.40","1,111.04",-0.62%
2019년 01월 29일,"1,118.87","1,122.50","1,116.30","1,118.01",-0.08%
2019년 01월 28일,"1,118.51","1,120.73","1,115.40","1,118.87",0.01%
2019년 01월 25일,"1,128.75","1,129.82","1,117.30","1,118.78",-0.88%
2019년 01월 24일,"1,126.46","1,131.37","1,125.80","1,128.75",0.20%
2019년 01월 23일,"1,131.77","1,132.77","1,125.80","1,126.46",-0.47%
2019년 01월 22일,"1,133.80","1,134.28","1,128.90","1,131.77",-0.23%
2019년 01월 21일,"1,126.36","1,134.70","1,124.20","1,134.40",0.74%
2019년 01월 18일,"1,122.70","1,126.64","1,120.80","1,126.08",0.30%
2019년 01월 17일,"1,120.78","1,125.35","1,119.81","1,122.70",0.17%
2019년 01월 16일,"1,122.50","1,125.22","1,118.78","1,120.78",-0.18%
2019년 01월 15일,"1,122.15","1,125.29","1,118.82","1,122.85",0.09%
2019년 01월 14일,"1,118.53","1,124.92","1,118.30","1,121.80",0.32%
2019년 01월 11일,"1,117.79","1,120.72","1,113.30","1,118.23",0.04%
2019년 01월 10일,"1,118.18","1,123.07","1,116.30","1,117.79",-0.03%
2019년 01월 09일,"1,122.83","1,125.58","1,117.10","1,118.18",-0.41%
2019년 01월 08일,"1,117.66","1,126.90","1,116.80","1,122.83",0.46%
2019년 01월 07일,"1,116.10","1,121.44","1,114.90","1,117.66",0.07%
2019년 01월 04일,"1,125.89","1,128.92","1,115.70","1,116.85",-0.80%
2019년 01월 03일,"1,120.12","1,131.05","1,119.20","1,125.89",0.52%
2019년 01월 02일,"1,113.70","1,122.91","1,113.70","1,120.12",0.66%
2019년 01월 01일,"1,114.30","1,114.95","1,112.69","1,112.83",-0.13%
2018년 12월 31일,"1,117.05","1,117.70","1,110.80","1,114.30",-0.25%
2018년 12월 28일,"1,120.08","1,122.42","1,113.80","1,117.05",-0.27%
2018년 12월 27일,"1,124.66","1,124.66","1,118.90","1,120.08",-0.32%
2018년 12월 26일,"1,123.36","1,127.81","1,122.38","1,123.66",-0.15%
2018년 12월 25일,"1,125.17","1,126.82","1,123.20","1,125.40",0.05%
2018년 12월 24일,"1,129.00","1,129.71","1,123.90","1,124.87",-0.37%
2018년 12월 21일,"1,122.76","1,129.88","1,119.89","1,129.04",0.56%
2018년 12월 20일,"1,129.71","1,131.95","1,120.80","1,122.78",-0.61%
2018년 12월 19일,"1,127.53","1,130.05","1,121.16","1,129.71",0.19%
2018년 12월 18일,"1,129.20","1,132.90","1,126.40","1,127.53",-0.18%
2018년 12월 17일,"1,132.73","1,134.15","1,128.75","1,129.55",-0.28%
2018년 12월 14일,"1,125.55","1,135.89","1,124.60","1,132.70",0.64%
2018년 12월 13일,"1,124.82","1,127.52","1,121.39","1,125.55",0.06%
2018년 12월 12일,"1,129.53","1,130.60","1,123.40","1,124.82",-0.42%
2018년 12월 11일,"1,128.54","1,132.60","1,126.50","1,129.53",0.10%
2018년 12월 10일,"1,124.89","1,131.27","1,122.65","1,128.37",0.31%
2018년 12월 07일,"1,118.70","1,126.50","1,116.60","1,124.85",0.55%
2018년 12월 06일,"1,114.16","1,123.90","1,112.30","1,118.70",0.41%
2018년 12월 05일,"1,111.51","1,117.00","1,110.80","1,114.16",0.24%
2018년 12월 04일,"1,109.54","1,114.40","1,104.70","1,111.51",0.18%
2018년 12월 03일,"1,120.56","1,120.62","1,108.65","1,109.54",-0.97%
2018년 11월 30일,"1,117.55","1,124.07","1,117.20","1,120.44",0.26%
2018년 11월 29일,"1,123.48","1,125.09","1,116.60","1,117.55",-0.53%
2018년 11월 28일,"1,130.51","1,132.72","1,122.30","1,123.48",-0.62%
2018년 11월 27일,"1,129.79","1,131.83","1,127.50","1,130.51",0.06%
2018년 11월 26일,"1,133.50","1,134.50","1,126.60","1,129.79",-0.33%
2018년 11월 23일,"1,130.00","1,134.44","1,128.80","1,133.50",0.12%
2018년 11월 22일,"1,128.42","1,132.60","1,128.00","1,132.10",0.35%
2018년 11월 21일,"1,130.25","1,134.71","1,127.10","1,128.12",-0.19%
2018년 11월 20일,"1,126.13","1,131.34","1,125.83","1,130.25",0.41%
2018년 11월 19일,"1,121.24","1,131.46","1,121.06","1,125.68",0.38%
2018년 11월 16일,"1,127.93","1,133.41","1,119.50","1,121.40",-0.58%
2018년 11월 15일,"1,132.70","1,134.72","1,125.02","1,127.93",-0.42%
2018년 11월 14일,"1,132.34","1,137.93","1,129.38","1,132.70",0.11%
2018년 11월 13일,"1,138.50","1,140.82","1,129.70","1,131.49",-0.69%
2018년 11월 12일,"1,130.60","1,141.00","1,129.80","1,139.35",0.77%
2018년 11월 09일,"1,121.68","1,132.70","1,120.40","1,130.69",0.80%
2018년 11월 08일,"1,116.43","1,122.86","1,114.44","1,121.68",0.47%
2018년 11월 07일,"1,121.93","1,126.20","1,116.00","1,116.43",-0.49%
2018년 11월 06일,"1,120.56","1,126.53","1,119.30","1,121.93",0.12%
2018년 11월 05일,"1,118.33","1,126.12","1,116.60","1,120.56",0.22%
2018년 11월 02일,"1,125.26","1,130.20","1,111.20","1,118.10",-0.55%
2018년 11월 01일,"1,141.18","1,142.07","1,122.04","1,124.31",-1.55%
2018년 10월 31일,"1,139.69","1,143.56","1,137.80","1,142.02",0.20%
2018년 10월 30일,"1,143.74","1,145.10","1,137.10","1,139.69",-0.35%
2018년 10월 29일,"1,141.10","1,145.08","1,136.80","1,143.74",0.30%
2018년 10월 26일,"1,137.38","1,145.70","1,135.63","1,140.28",0.25%
2018년 10월 25일,"1,139.86","1,141.65","1,134.40","1,137.38",-0.22%
2018년 10월 24일,"1,135.78","1,140.63","1,129.40","1,139.86",0.36%
2018년 10월 23일,"1,133.25","1,140.48","1,131.80","1,135.78",0.22%
2018년 10월 22일,"1,131.70","1,136.63","1,127.80","1,133.25",0.10%
2018년 10월 19일,"1,138.60","1,140.89","1,129.20","1,132.15",-0.57%
2018년 10월 18일,"1,128.53","1,140.16","1,127.70","1,138.60",0.89%
2018년 10월 17일,"1,123.79","1,129.47","1,122.70","1,128.53",0.47%
2018년 10월 16일,"1,131.05","1,135.47","1,121.38","1,123.24",-0.76%
2018년 10월 15일,"1,131.50","1,135.70","1,127.10","1,131.87",0.05%
2018년 10월 12일,"1,135.55","1,138.00","1,129.90","1,131.30",-0.37%
2018년 10월 11일,"1,143.30","1,147.26","1,133.80","1,135.55",-0.68%
2018년 10월 10일,"1,132.12","1,144.56","1,130.14","1,143.30",0.99%
2018년 10월 09일,"1,134.63","1,139.18","1,131.59","1,132.12",-0.22%
2018년 10월 08일,"1,131.84","1,139.78","1,129.80","1,134.63",0.22%
2018년 10월 05일,"1,133.53","1,134.30","1,127.80","1,132.13",-0.12%
2018년 10월 04일,"1,125.50","1,134.57","1,125.00","1,133.53",0.71%
2018년 10월 03일,"1,119.43","1,126.48","1,117.36","1,125.50",0.62%
2018년 10월 02일,"1,112.93","1,121.86","1,111.88","1,118.51",0.43%
2018년 10월 01일,"1,110.00","1,114.63","1,109.10","1,113.76",0.33%
2018년 09월 28일,"1,113.99","1,114.67","1,106.82","1,110.15",-0.36%
2018년 09월 27일,"1,115.51","1,116.64","1,109.13","1,114.15",-0.13%
2018년 09월 26일,"1,117.06","1,118.36","1,111.46","1,115.55",-0.21%
2018년 09월 25일,"1,120.12","1,121.01","1,117.30","1,117.88",-0.20%
2018년 09월 24일,"1,115.30","1,121.97","1,114.60","1,120.12",0.46%
2018년 09월 21일,"1,117.13","1,119.90","1,113.10","1,114.95",-0.20%
2018년 09월 20일,"1,118.95","1,123.70","1,117.00","1,117.13",-0.16%
2018년 09월 19일,"1,122.82","1,126.10","1,118.60","1,118.95",-0.34%
2018년 09월 18일,"1,126.33","1,131.10","1,122.20","1,122.82",-0.31%
2018년 09월 17일,"1,122.00","1,130.31","1,121.10","1,126.33",0.42%
2018년 09월 14일,"1,120.83","1,123.08","1,116.40","1,121.66",0.15%
2018년 09월 13일,"1,119.42","1,126.59","1,116.97","1,120.01",-0.02%
2018년 09월 12일,"1,123.99","1,130.65","1,117.10","1,120.25",-0.33%
2018년 09월 11일,"1,129.60","1,131.60","1,123.70","1,123.99",-0.52%
2018년 09월 10일,"1,128.60","1,132.14","1,126.70","1,129.90",0.12%
2018년 09월 07일,"1,122.75","1,129.18","1,121.30","1,128.57",0.58%
2018년 09월 06일,"1,119.02","1,124.96","1,116.59","1,122.06",0.20%
2018년 09월 05일,"1,118.36","1,126.64","1,114.28","1,119.84",0.13%
2018년 09월 04일,"1,112.10","1,122.49","1,111.90","1,118.36",0.56%
2018년 09월 03일,"1,115.65","1,118.74","1,109.56","1,112.10",-0.32%
2018년 08월 31일,"1,113.96","1,118.45","1,111.58","1,115.63",0.08%
2018년 08월 30일,"1,111.18","1,116.19","1,107.53","1,114.79",0.37%
2018년 08월 29일,"1,108.30","1,115.33","1,106.90","1,110.64",0.21%
2018년 08월 28일,"1,108.80","1,112.84","1,104.50","1,108.30",-0.07%
2018년 08월 27일,"1,114.75","1,117.19","1,107.65","1,109.05",-0.49%
2018년 08월 24일,"1,123.80","1,126.74","1,112.17","1,114.51",-0.90%
2018년 08월 23일,"1,117.76","1,125.43","1,117.30","1,124.62",0.61%
2018년 08월 22일,"1,117.28","1,121.55","1,116.10","1,117.76",0.10%
2018년 08월 21일,"1,117.35","1,120.33","1,114.38","1,116.61",-0.14%
2018년 08월 20일,"1,119.40","1,124.72","1,117.60","1,118.17",-0.14%
2018년 08월 17일,"1,127.35","1,128.32","1,117.58","1,119.69",-0.67%
2018년 08월 16일,"1,133.97","1,137.55","1,123.90","1,127.25",-0.59%
2018년 08월 15일,"1,128.21","1,139.07","1,127.10","1,133.97",0.51%
2018년 08월 14일,"1,137.00","1,137.60","1,127.40","1,128.21",-0.77%
2018년 08월 13일,"1,130.00","1,138.93","1,129.40","1,137.00",0.60%
2018년 08월 10일,"1,123.40","1,133.00","1,122.60","1,130.17",0.58%
